"t","x","p","s","c","i","z"
"2021-03-17T18:48:16.265Z","D",93.23,1800,"["" ""]",71692404409941,"B"
"2021-03-17T18:48:21.438Z","D",93.225,1,"["" "",""I""]",71692404539991,"B"
"2021-03-17T18:48:25.382792Z","Z",93.29,100,"["" "",""F""]",52983525691983,"B"
"2021-03-17T18:48:25.382799Z","Y",93.28,100,"["" "",""F""]",52983525231157,"B"
"2021-03-17T18:48:25.382804Z","J",93.29,100,"["" "",""F""]",52983525174067,"B"
"2021-03-17T18:48:25.38293Z","Y",93.29,100,"["" ""]",52983525231158,"B"
"2021-03-17T18:48:25.383Z","D",93.29,100,"["" ""]",71692404607801,"B"
"2021-03-17T18:48:25.383002112Z","N",93.28,100,"["" ""]",52983526208304,"B"
"2021-03-17T18:48:25.383193Z","J",93.3,84,"["" "",""F"",""I""]",52983525174068,"B"
"2021-03-17T18:48:25.383235557Z","V",93.28,100,"["" ""]",56304561044841,"B"
"2021-03-17T18:48:32.162Z","D",93.1581,214,"["" ""]",71692404740689,"B"
"2021-03-17T18:48:39.435Z","D",93.29,1,"["" "",""I""]",71692404933199,"B"
"2021-03-17T18:48:41.864999Z","K",93.18,10,"["" "",""F"",""I""]",52983525821490,"B"
"2021-03-17T18:48:45.306Z","D",93.2526,20,"["" "",""I""]",71692405003334,"B"
"2021-03-17T18:48:45.84Z","D",93.2488,4,"["" "",""I""]",71692405004634,"B"
"2021-03-17T18:48:46.585Z","D",93.195,4,"["" "",""I""]",79372442027831,"B"
"2021-03-17T18:48:49.173066496Z","N",93.28,5,"["" "",""F"",""I""]",52983526208330,"B"
"2021-03-17T18:48:49.173090304Z","N",93.28,5,"["" "",""F"",""I""]",52983526208331,"B"
"2021-03-17T18:48:49.173091328Z","N",93.28,5,"["" "",""F"",""I""]",52983526208332,"B"
"2021-03-17T18:48:49.173093376Z","N",93.28,5,"["" "",""F"",""I""]",52983526208333,"B"
"2021-03-17T18:48:49.173093888Z","N",93.28,5,"["" "",""F"",""I""]",52983526208334,"B"
"2021-03-17T18:48:49.173094656Z","N",93.28,5,"["" "",""F"",""I""]",52983526208335,"B"
"2021-03-17T18:48:55.086621248Z","V",93.18,2,"["" "",""I""]",56308201581161,"B"
"2021-03-17T18:48:59.999Z","D",93.28,2,"["" "",""I""]",71692405323850,"B"
"2021-03-17T18:49:08.513422061Z","T",93.25,223,"["" "",""F""]",62879918669915,"B"
"2021-03-17T18:49:08.51342266Z","T",93.25,33,"["" "",""F"",""I""]",62879918669916,"B"
"2021-03-17T18:49:08.513445964Z","T",93.25,429,"["" "",""F""]",62879918669917,"B"
"2021-03-17T18:49:08.513456029Z","T",93.25,274,"["" "",""F""]",62879918669918,"B"
"2021-03-17T18:49:09.60191263Z","T",93.25,3456,"["" "",""F""]",62879918672719,"B"
"2021-03-17T18:49:11.995Z","D",93.2499,10,"["" "",""I""]",71692419548498,"B"
"2021-03-17T18:49:12.098Z","D",93.13,5,"["" "",""I""]",71692419548759,"B"
"2021-03-17T18:49:32.097689856Z","P",93.24,5,"["" "",""F"",""I""]",52983542927160,"B"
"2021-03-17T18:49:32.097703936Z","P",93.24,5,"["" "",""F"",""I""]",52983542927161,"B"
"2021-03-17T18:49:32.097704192Z","P",93.24,5,"["" "",""F"",""I""]",52983542927169,"B"
"2021-03-17T18:49:32.097705216Z","P",93.24,5,"["" "",""F"",""I""]",52983542927170,"B"
"2021-03-17T18:49:32.097706496Z","P",93.24,5,"["" "",""F"",""I""]",52983542927171,"B"
"2021-03-17T18:49:32.097733632Z","P",93.24,10,"["" "",""F"",""I""]",52983542927172,"B"
"2021-03-17T18:49:32.09792Z","J",93.24,8,"["" "",""F"",""I""]",52983525174339,"B"
"2021-03-17T18:49:32.097932425Z","B",93.24,100,"["" "",""F""]",62879165015355,"B"
"2021-03-17T18:49:32.098047906Z","T",93.24,33,"["" "",""F"",""I""]",62879918928219,"B"
"2021-03-17T18:49:32.098054447Z","T",93.24,32,"["" "",""F"",""I""]",62879918928220,"B"
"2021-03-17T18:49:32.098077Z","J",93.24,8,"["" "",""F"",""I""]",52983525174340,"B"
"2021-03-17T18:49:32.098274Z","J",93.24,100,"["" "",""F""]",52983525174341,"B"
"2021-03-17T18:49:32.116877Z","K",93.24,82,"["" "",""F"",""I""]",52983525822041,"B"
"2021-03-17T18:49:32.116984Z","K",93.24,18,"["" "",""F"",""I""]",52983525822042,"B"
"2021-03-17T18:49:32.117050724Z","T",93.24,36,"["" "",""F"",""I""]",62879918928468,"B"
"2021-03-17T18:49:32.117093882Z","T",93.24,36,"["" "",""F"",""I""]",62879918928469,"B"
"2021-03-17T18:49:32.117128493Z","T",93.24,36,"["" "",""F"",""I""]",62879918928470,"B"
"2021-03-17T18:49:32.117132354Z","B",93.24,36,"["" "",""F"",""I""]",62879165015356,"B"
"2021-03-17T18:49:32.117163482Z","T",93.24,27,"["" "",""F"",""I""]",62879918928471,"B"
"2021-03-17T18:49:32.117172531Z","B",93.24,36,"["" "",""F"",""I""]",62879165015357,"B"
"2021-03-17T18:49:32.117212613Z","B",93.24,28,"["" "",""F"",""I""]",62879165015358,"B"
"2021-03-17T18:49:32.124136448Z","P",93.25,5,"["" "",""F"",""I""]",52983542927173,"B"
"2021-03-17T18:49:32.124178944Z","P",93.25,45,"["" "",""F"",""I""]",52983542927174,"B"
"2021-03-17T18:49:32.124344Z","K",93.25,100,"["" "",""F""]",52983525822044,"B"
"2021-03-17T18:49:32.124344Z","K",93.25,500,"["" "",""F""]",52983525822043,"B"
"2021-03-17T18:49:32.144595Z","T",93.28,71,"["" "",""F"",""I""]",62879918929752,"B"
"2021-03-17T18:49:32.144598849Z","T",93.28,29,"["" "",""F"",""I""]",62879918929753,"B"
"2021-03-17T18:49:32.144977Z","Z",93.29,100,"["" "",""F""]",52983525693050,"B"
"2021-03-17T18:49:32.145216Z","P",93.29,1,"["" "",""I""]",52983542927177,"B"
"2021-03-17T18:49:32.145567682Z","B",93.29,100,"["" ""]",62879165015371,"B"
"2021-03-17T18:49:32.145746Z","Y",93.29,100,"["" "",""F""]",52983525231416,"B"
"2021-03-17T18:49:32.145805824Z","N",93.29,46,"["" "",""F"",""I""]",52983526208593,"B"
"2021-03-17T18:49:32.145971968Z","N",93.29,54,"["" "",""I""]",52983526208594,"B"
"2021-03-17T18:49:35.652Z","D",93.2303,75,"["" "",""I""]",79372442227790,"B"
"2021-03-17T18:49:35.949Z","D",93.353,100,"["" ""]",71692420528179,"B"
"2021-03-17T18:49:35.951400254Z","T",93.3,1,"["" "",""I""]",62879918996579,"B"
"2021-03-17T18:49:39.696312573Z","V",93.265,3,"["" "",""I""]",56312160935246,"B"
"2021-03-17T18:49:42.773Z","D",93.28,108,"["" ""]",71692420661834,"B"
"2021-03-17T18:49:42.976Z","D",93.26,1,"["" "",""I""]",71692420662348,"B"
"2021-03-17T18:49:45.375Z","D",93.255,3,"["" "",""I""]",79372442748473,"B"
"2021-03-17T18:49:45.889159936Z","P",93.29,5,"["" "",""F"",""I""]",52983542927669,"B"
"2021-03-17T18:49:45.88920704Z","P",93.29,2,"["" "",""I""]",52983542927670,"B"
"2021-03-17T18:49:45.906Z","D",93.28,1,"["" "",""I""]",71692420727618,"B"
"2021-03-17T18:49:46.735843584Z","P",93.26,50,"["" "",""I""]",52983542927671,"B"
"2021-03-17T18:49:46.735843584Z","P",93.26,50,"["" "",""I""]",52983542927672,"B"
"2021-03-17T18:49:46.735889812Z","X",93.26,1,"["" "",""F"",""I""]",62879163370551,"B"
"2021-03-17T18:49:46.735898336Z","T",93.25,99,"["" "",""F"",""I""]",62879919130431,"B"
"2021-03-17T18:49:46.735899805Z","T",93.25,1,"["" "",""F"",""I""]",62879919130432,"B"
"2021-03-17T18:49:49.558Z","D",93.1501,13,"["" "",""I""]",79372442750806,"B"
"2021-03-17T18:49:52.183Z","D",93.35,1,"["" "",""I""]",79372442752322,"B"
"2021-03-17T18:49:52.768Z","D",93.24,1,"["" "",""I""]",71692420858957,"B"
"2021-03-17T18:49:52.855Z","D",93.25,1,"["" "",""I""]",71692420858676,"B"
"2021-03-17T18:49:53.011Z","D",93.2,70,"["" "",""I""]",71692420858956,"B"
"2021-03-17T18:49:57.822Z","D",93.313,745,"["" ""]",71692420930104,"B"
"2021-03-17T18:50:00.10351232Z","P",93.15,5,"["" "",""F"",""I""]",52983542928182,"B"
"2021-03-17T18:50:00.103701Z","J",93.245,100,"["" ""]",52983525174371,"B"
"2021-03-17T18:50:00.104046547Z","V",93.23,96,"["" "",""I""]",56312548569934,"B"
"2021-03-17T18:50:02.278833152Z","P",93.11,3,"["" "",""F"",""I""]",52983542928197,"B"
"2021-03-17T18:50:02.278896384Z","P",93.1,1,"["" "",""F"",""I""]",52983542928198,"B"
"2021-03-17T18:50:06.925Z","D",93.17,1,"["" "",""I""]",71692421191992,"B"
"2021-03-17T18:50:09.759759Z","K",93.17,100,"["" "",""F""]",52983525822571,"B"
"2021-03-17T18:50:09.76Z","D",93.17,75,"["" "",""I""]",71692421313612,"B"
"2021-03-17T18:50:09.76Z","D",93.17,25,"["" "",""I""]",71692421313613,"B"
"2021-03-17T18:50:09.760028801Z","T",93.18,100,"["" "",""F""]",62879919533642,"B"
"2021-03-17T18:50:09.760177Z","K",93.18,48,"["" "",""F"",""I""]",52983525822572,"B"
"2021-03-17T18:50:09.76023Z","K",93.18,52,"["" "",""F"",""I""]",52983525822573,"B"
"2021-03-17T18:50:09.760531Z","Z",93.18,39,"["" "",""I""]",52983525693778,"B"
"2021-03-17T18:50:28.686Z","D",93.075,1,"["" "",""I""]",71692421712689,"B"
"2021-03-17T18:50:33.458293Z","J",93.01,2,"["" "",""I""]",52983525174585,"B"
"2021-03-17T18:50:42.555809Z","Z",93,119,"["" "",""F""]",52983525694268,"B"
"2021-03-17T18:50:42.555890153Z","T",93,90,"["" "",""F"",""I""]",62879919916876,"B"
"2021-03-17T18:50:42.55592704Z","P",93,10,"["" "",""F"",""I""]",52983542984788,"B"
"2021-03-17T18:50:42.55592704Z","P",93,10,"["" "",""F"",""I""]",52983542984789,"B"
"2021-03-17T18:50:42.55592704Z","P",93,45,"["" "",""F"",""I""]",52983542984787,"B"
"2021-03-17T18:50:42.556Z","D",93,2,"["" "",""I""]",71692421973569,"B"
"2021-03-17T18:50:42.556Z","D",93.005,100,"["" ""]",71692421973585,"B"
"2021-03-17T18:50:42.556Z","D",93,10,"["" "",""I""]",71692421973570,"B"
"2021-03-17T18:50:42.556164267Z","V",93,58,"["" "",""I""]",56316539654008,"B"
"2021-03-17T18:50:42.55617983Z","V",93,42,"["" "",""I""]",56316539656023,"B"
"2021-03-17T18:50:43.843Z","D",92.943,30,"["" "",""I""]",79372442950199,"B"
"2021-03-17T18:50:45.021Z","D",93.0412,1,"["" "",""I""]",71692422035796,"B"
"2021-03-17T18:50:46.832468Z","Z",93.06,200,"["" "",""F""]",52983525694287,"B"
"2021-03-17T18:50:46.832468Z","Z",93.05,100,"["" "",""F""]",52983525694286,"B"
"2021-03-17T18:50:46.832468Z","Z",93.06,100,"["" "",""F""]",52983525694288,"B"
"2021-03-17T18:50:47.059Z","D",93.0412,1,"["" "",""I""]",71692422042966,"B"
"2021-03-17T18:50:47.555899775Z","B",93.06,1,"["" "",""F"",""I""]",62879165078090,"B"
"2021-03-17T18:50:49.04Z","D",92.96,15,"["" "",""I""]",71692422104398,"B"
"2021-03-17T18:50:51.060835Z","Z",93.06,100,"["" "",""F""]",52983525694303,"B"
"2021-03-17T18:50:51.060920813Z","T",93.06,100,"["" "",""F""]",62879919990873,"B"
"2021-03-17T18:50:51.060921915Z","X",93.06,100,"["" "",""F""]",62879163429442,"B"
"2021-03-17T18:50:51.060949715Z","B",93.06,99,"["" "",""F"",""I""]",62879165078598,"B"
"2021-03-17T18:50:51.060971776Z","N",93.06,100,"["" "",""F""]",52983526209357,"B"
"2021-03-17T18:50:51.0613184Z","P",93.08,500,"["" "",""F""]",52983542985016,"B"
"2021-03-17T18:50:57.729Z","D",93.11,30,"["" "",""I""]",71675240661572,"B"
"2021-03-17T18:50:57.963Z","D",93.025,1,"["" "",""I""]",71692436261718,"B"
"2021-03-17T18:50:59.26Z","D",92.9909,54,"["" "",""I""]",71692436264761,"B"
"2021-03-17T18:51:02.50853Z","J",93.08,1,"["" "",""F"",""I""]",52983525174610,"B"
"2021-03-17T18:51:04.964Z","D",93.035,5,"["" "",""I""]",79372443075666,"B"
"2021-03-17T18:51:10.331780608Z","P",93.14,1,"["" "",""F"",""I""]",52983542985528,"B"
"2021-03-17T18:51:10.331925Z","K",93.14,40,"["" "",""F"",""I""]",52983525823542,"B"
"2021-03-17T18:51:10.332067Z","K",93.16,40,"["" "",""F"",""I""]",52983525823544,"B"
"2021-03-17T18:51:10.332067Z","K",93.15,100,"["" "",""F""]",52983525823543,"B"
"2021-03-17T18:51:10.332109Z","K",93.16,60,"["" "",""F"",""I""]",52983525823545,"B"
"2021-03-17T18:51:10.719Z","D",93.05,107,"["" ""]",79372443078727,"B"
"2021-03-17T18:51:11.083525632Z","P",93.1,3,"["" "",""I""]",52983542985545,"B"
"2021-03-17T18:51:12.996Z","D",92.97,1,"["" "",""I""]",71692436587851,"B"
"2021-03-17T18:51:13.682685Z","K",93.15,200,"["" "",""F""]",52983525823568,"B"
"2021-03-17T18:51:14.227Z","D",93,5,"["" "",""I""]",71692436590929,"B"
"2021-03-17T18:51:14.762Z","D",92.97,2,"["" "",""I""]",79372443081283,"B"
"2021-03-17T18:51:16.641Z","D",93.162,60,"["" "",""I""]",71692436654130,"B"
"2021-03-17T18:51:20.303Z","D",93.12,40,"["" "",""I""]",71692436722481,"B"
"2021-03-17T18:51:20.305Z","D",93.2124,1,"["" "",""I""]",71692436722484,"B"
"2021-03-17T18:51:20.569Z","D",93.0123,100,"["" ""]",79372443140917,"B"
"2021-03-17T18:51:23.464989Z","K",93.07,3,"["" "",""I""]",52983525823584,"B"
"2021-03-17T18:51:25.318Z","D",93.0102,40,"["" "",""I""]",71692437308758,"B"
"2021-03-17T18:51:25.445Z","D",93.0102,1,"["" "",""4"",""I""]",71692437309239,"B"
"2021-03-17T18:51:25.51Z","D",93.105,1,"["" "",""I""]",71692437309769,"B"
"2021-03-17T18:51:25.529Z","D",93.07,10,"["" "",""I""]",71692437309260,"B"
"2021-03-17T18:51:25.53Z","D",93.105,10,"["" "",""I""]",71692437309259,"B"
"2021-03-17T18:51:29.622Z","D",93.194,10,"["" "",""I""]",71692437376338,"B"
"2021-03-17T18:51:32.008Z","D",92.99,100,"["" ""]",71675240662321,"B"
"2021-03-17T18:51:42.412Z","D",93.09,1,"["" "",""I""]",79372443208789,"B"
"2021-03-17T18:51:48.421Z","D",93.09,123,"["" ""]",71692437705266,"B"
"2021-03-17T18:51:54.015Z","D",93.1824,10,"["" "",""I""]",71692437832012,"B"
"2021-03-17T18:52:02.535301066Z","V",93.03,2,"["" "",""I""]",56321085953084,"B"
"2021-03-17T18:52:06.175648Z","Z",93.2,25,"["" "",""F"",""I""]",52983525695069,"B"
"2021-03-17T18:52:06.175648Z","Z",93.21,25,"["" "",""F"",""I""]",52983525695071,"B"
"2021-03-17T18:52:06.175648Z","Z",93.19,25,"["" "",""F"",""I""]",52983525695068,"B"
"2021-03-17T18:52:06.175648Z","Z",93.21,25,"["" "",""F"",""I""]",52983525695070,"B"
"2021-03-17T18:52:06.175745536Z","P",93.21,50,"["" "",""F"",""I""]",52983542986817,"B"
"2021-03-17T18:52:06.175745536Z","P",93.22,350,"["" "",""F""]",52983542986819,"B"
"2021-03-17T18:52:06.175745536Z","P",93.21,100,"["" "",""F""]",52983542986818,"B"
"2021-03-17T18:52:06.17590656Z","P",93.22,100,"["" ""]",52983542986820,"B"
"2021-03-17T18:52:06.373905397Z","B",93.22,82,"["" "",""F"",""I""]",62879165138790,"B"
"2021-03-17T18:52:06.373921897Z","B",93.22,18,"["" "",""F"",""I""]",62879165138791,"B"
"2021-03-17T18:52:06.373948916Z","T",93.21,50,"["" "",""F"",""I""]",62879920895827,"B"
"2021-03-17T18:52:06.373948916Z","T",93.2,50,"["" "",""F"",""I""]",62879920895826,"B"
"2021-03-17T18:52:06.373987219Z","X",93.2,25,"["" "",""F"",""I""]",62879163438918,"B"
"2021-03-17T18:52:06.37405Z","J",93.22,15,"["" "",""F"",""I""]",52983525174843,"B"
"2021-03-17T18:52:06.374075Z","J",93.22,82,"["" "",""F"",""I""]",52983525174844,"B"
"2021-03-17T18:52:06.37409Z","J",93.22,3,"["" "",""F"",""I""]",52983525174845,"B"
"2021-03-17T18:52:06.374099Z","Y",93.22,100,"["" "",""F""]",52983525231967,"B"
"2021-03-17T18:52:06.374168431Z","X",93.22,75,"["" "",""F"",""I""]",62879163438920,"B"
"2021-03-17T18:52:06.374168431Z","X",93.21,25,"["" "",""F"",""I""]",62879163438919,"B"
"2021-03-17T18:52:06.374190315Z","T",93.22,20,"["" "",""F"",""I""]",62879920895844,"B"
"2021-03-17T18:52:06.374190315Z","T",93.2,80,"["" "",""F"",""I""]",62879920895843,"B"
"2021-03-17T18:52:06.374503Z","K",93.2,25,"["" "",""F"",""I""]",52983525824077,"B"
"2021-03-17T18:52:06.374503Z","K",93.21,11,"["" "",""F"",""I""]",52983525824078,"B"
"2021-03-17T18:52:06.374623738Z","V",93.19,25,"["" "",""I""]",56321154769489,"B"
"2021-03-17T18:52:06.374714Z","K",93.21,14,"["" "",""F"",""I""]",52983525824079,"B"
"2021-03-17T18:52:06.374730996Z","U",93.19,36,"["" "",""F"",""I""]",53139238774895,"B"
"2021-03-17T18:52:06.374820667Z","U",93.19,14,"["" "",""F"",""I""]",53139238775145,"B"
"2021-03-17T18:52:06.374820667Z","U",93.2,22,"["" "",""F"",""I""]",53139238775147,"B"
"2021-03-17T18:52:06.374911752Z","U",93.2,28,"["" "",""F"",""I""]",53139238775400,"B"
"2021-03-17T18:52:09.466Z","D",93.28,100,"["" ""]",71692438161999,"B"
"2021-03-17T18:52:09.469213Z","J",93.29,3,"["" "",""I""]",52983525174851,"B"
"2021-03-17T18:52:10.742Z","D",93.12,100,"["" ""]",71692438221129,"B"
"2021-03-17T18:52:17.293455104Z","P",93.16,40,"["" "",""I""]",52983542989139,"B"
"2021-03-17T18:52:26.851Z","D",93.255,5,"["" "",""I""]",71692438548823,"B"
"2021-03-17T18:52:26.904Z","D",93.41,1,"["" "",""I""]",71692438553905,"B"
"2021-03-17T18:52:28.904Z","D",93.2465,1,"["" "",""I""]",79372443400013,"B"
"2021-03-17T18:52:28.907054158Z","T",93.31,50,"["" "",""I""]",62879921163573,"B"
"2021-03-17T18:52:28.924022Z","Z",93.31,25,"["" "",""I""]",52983525695334,"B"
"2021-03-17T18:52:28.939903Z","K",93.31,20,"["" "",""I""]",52983525824367,"B"
"2021-03-17T18:52:30.18981681Z","T",93.3,50,"["" "",""I""]",62879921166896,"B"
"2021-03-17T18:52:30.18981681Z","T",93.31,50,"["" "",""I""]",62879921166897,"B"
"2021-03-17T18:52:32.631049329Z","T",93.31,50,"["" "",""I""]",62879921171553,"B"
"2021-03-17T18:52:33.212335Z","Z",93.3,5,"["" "",""I""]",52983525695346,"B"
"2021-03-17T18:52:33.212338964Z","T",93.3,50,"["" "",""I""]",62879921221725,"B"
"2021-03-17T18:52:33.212465Z","Z",93.3,20,"["" "",""F"",""I""]",52983525695347,"B"
"2021-03-17T18:52:33.212465Z","Z",93.31,16,"["" "",""F"",""I""]",52983525695348,"B"
"2021-03-17T18:52:33.212702Z","Z",93.31,9,"["" "",""F"",""I""]",52983525695349,"B"
"2021-03-17T18:52:33.212762Z","K",93.31,5,"["" "",""F"",""I""]",52983525824572,"B"
"2021-03-17T18:52:35.473674Z","Z",93.34,25,"["" "",""F"",""I""]",52983525695538,"B"
"2021-03-17T18:52:35.473674Z","Z",93.35,25,"["" "",""F"",""I""]",52983525695539,"B"
"2021-03-17T18:52:35.473674Z","Z",93.33,25,"["" "",""F"",""I""]",52983525695537,"B"
"2021-03-17T18:52:35.473674Z","Z",93.31,25,"["" "",""F"",""I""]",52983525695354,"B"
"2021-03-17T18:52:35.473674Z","Z",93.32,25,"["" "",""F"",""I""]",52983525695536,"B"
"2021-03-17T18:52:35.473677Z","K",93.31,10,"["" "",""F"",""I""]",52983525824575,"B"
"2021-03-17T18:52:35.473701Z","K",93.31,10,"["" "",""F"",""I""]",52983525824576,"B"
"2021-03-17T18:52:35.473731Z","Z",93.42,75,"["" "",""F"",""I""]",52983525695541,"B"
"2021-03-17T18:52:35.473731Z","Z",93.41,10,"["" "",""F"",""I""]",52983525695540,"B"
"2021-03-17T18:52:35.473731Z","Z",93.43,100,"["" "",""F""]",52983525695542,"B"
"2021-03-17T18:52:35.473863936Z","P",93.43,100,"["" "",""F""]",52983542989618,"B"
"2021-03-17T18:52:35.473863936Z","P",93.43,500,"["" "",""F""]",52983542989617,"B"
"2021-03-17T18:52:35.473863936Z","P",93.43,300,"["" "",""F""]",52983542989619,"B"
"2021-03-17T18:52:35.473863936Z","P",93.42,50,"["" "",""F"",""I""]",52983542989616,"B"
"2021-03-17T18:52:35.473863936Z","P",93.42,50,"["" "",""F"",""I""]",52983542989398,"B"
"2021-03-17T18:52:35.473904Z","K",93.31,5,"["" "",""F"",""I""]",52983525824577,"B"
"2021-03-17T18:52:35.473904Z","K",93.32,5,"["" "",""F"",""I""]",52983525824578,"B"
"2021-03-17T18:52:35.473984512Z","N",93.33,25,"["" "",""I""]",52983526211925,"B"
"2021-03-17T18:52:35.474064384Z","P",93.43,25,"["" "",""F"",""I""]",52983542989620,"B"
"2021-03-17T18:52:35.474064384Z","P",93.43,615,"["" "",""F""]",52983542989621,"B"
"2021-03-17T18:52:35.783394Z","Z",93.31,25,"["" "",""I""]",52983525695543,"B"
"2021-03-17T18:52:35.783416Z","Z",93.32,25,"["" "",""I""]",52983525695544,"B"
"2021-03-17T18:52:35.783491Z","Z",93.34,11,"["" "",""F"",""I""]",52983525695546,"B"
"2021-03-17T18:52:35.783491Z","Z",93.33,25,"["" "",""F"",""I""]",52983525695545,"B"
"2021-03-17T18:52:35.783620169Z","T",93.31,1,"["" "",""I""]",62879921225544,"B"
"2021-03-17T18:52:35.783620169Z","T",93.31,49,"["" "",""I""]",62879921225545,"B"
"2021-03-17T18:52:35.783646388Z","B",93.32,75,"["" "",""I""]",62879165143134,"B"
"2021-03-17T18:52:35.783705736Z","T",93.32,26,"["" "",""I""]",62879921225546,"B"
"2021-03-17T18:52:35.783735219Z","T",93.32,24,"["" "",""F"",""I""]",62879921225547,"B"
"2021-03-17T18:52:35.783735219Z","T",93.33,12,"["" "",""F"",""I""]",62879921225548,"B"
"2021-03-17T18:52:35.783753565Z","U",93.32,50,"["" "",""I""]",53139289232457,"B"
"2021-03-17T18:52:35.783753565Z","U",93.32,50,"["" "",""I""]",53139289232459,"B"
"2021-03-17T18:52:35.783761Z","J",93.32,50,"["" "",""I""]",52983525174869,"B"
"2021-03-17T18:52:35.783761Z","J",93.32,50,"["" "",""I""]",52983525174868,"B"
"2021-03-17T18:52:35.783766Z","Z",93.31,50,"["" "",""I""]",52983525695547,"B"
"2021-03-17T18:52:35.783766Z","Z",93.31,50,"["" "",""I""]",52983525695548,"B"
"2021-03-17T18:52:35.783782Z","Y",93.31,50,"["" "",""I""]",52983525232177,"B"
"2021-03-17T18:52:35.783782Z","Y",93.32,50,"["" "",""I""]",52983525232176,"B"
"2021-03-17T18:52:35.783844352Z","P",93.32,50,"["" "",""I""]",52983542989624,"B"
"2021-03-17T18:52:35.783844352Z","P",93.32,50,"["" "",""I""]",52983542989623,"B"
"2021-03-17T18:52:35.783851008Z","N",93.31,100,"["" ""]",52983526211926,"B"
"2021-03-17T18:52:35.783858432Z","C",93.31,76,"["" "",""I""]",52983541809712,"B"
"2021-03-17T18:52:46.392Z","D",93.4526,18,"["" "",""I""]",71692452902224,"B"
"2021-03-17T18:52:47.323Z","D",93.4356,50,"["" "",""I""]",71692452906817,"B"
"2021-03-17T18:52:47.815Z","D",93.39,50,"["" "",""I""]",71692452908097,"B"
"2021-03-17T18:52:48.467Z","D",93.18,2,"["" "",""I""]",71692452909382,"B"
"2021-03-17T18:52:48.523Z","D",93.32,5,"["" "",""I""]",71692452909397,"B"
"2021-03-17T18:52:54.617Z","D",93.29,10,"["" "",""I""]",71692453034326,"B"
"2021-03-17T18:52:55.851Z","D",93.315,10,"["" "",""I""]",71692453039431,"B"
"2021-03-17T18:53:05.985Z","D",93.4231,10,"["" "",""I""]",71692453296458,"B"
"2021-03-17T18:53:09.979Z","D",93.44,100,"["" ""]",71692453364566,"B"
"2021-03-17T18:53:19.443Z","D",93.4216,7,"["" "",""I""]",71692454015795,"B"
"2021-03-17T18:53:20.634Z","D",93.31,24,"["" "",""I""]",71692454019673,"B"
"2021-03-17T18:53:25.016Z","D",93.335,10,"["" "",""I""]",71692454086740,"B"
"2021-03-17T18:53:27.051190089Z","V",93.34,3,"["" "",""I""]",56325546853966,"B"
"2021-03-17T18:53:34.648Z","D",93.35,100,"["" ""]",79372443604569,"B"
"2021-03-17T18:53:36.581Z","D",93.4328,100,"["" ""]",79372443605586,"B"
"2021-03-17T18:53:41.195516Z","Y",93.45,100,"["" "",""F""]",52983525232459,"B"
"2021-03-17T18:53:41.195524Z","J",93.45,50,"["" "",""F"",""I""]",52983525175112,"B"
"2021-03-17T18:53:41.195524Z","J",93.43,50,"["" "",""F"",""I""]",52983525175111,"B"
"2021-03-17T18:53:41.195582175Z","B",93.44,10,"["" "",""F"",""I""]",62879165201508,"B"
"2021-03-17T18:53:41.195582175Z","B",93.45,40,"["" "",""F"",""I""]",62879165201510,"B"
"2021-03-17T18:53:41.195582175Z","B",93.44,50,"["" "",""F"",""I""]",62879165201509,"B"
"2021-03-17T18:53:41.195653Z","K",93.45,100,"["" "",""F""]",52983525825377,"B"
"2021-03-17T18:53:41.195689857Z","B",93.45,60,"["" "",""F"",""I""]",62879165201511,"B"
"2021-03-17T18:53:41.195696515Z","T",93.44,50,"["" "",""F"",""I""]",62879921944677,"B"
"2021-03-17T18:53:41.195696515Z","T",93.45,2,"["" "",""F"",""I""]",62879921944678,"B"
"2021-03-17T18:53:41.195724197Z","X",93.45,100,"["" "",""F""]",62879163498820,"B"
"2021-03-17T18:53:41.19572798Z","T",93.45,98,"["" "",""F"",""I""]",62879921944679,"B"
"2021-03-17T18:53:41.195737159Z","U",93.45,50,"["" "",""I""]",53142440922970,"B"
"2021-03-17T18:53:41.19577Z","J",93.45,50,"["" "",""I""]",52983525175113,"B"
"2021-03-17T18:53:41.195780352Z","N",93.45,100,"["" "",""F""]",52983526212417,"B"
"2021-03-17T18:53:42.621Z","D",93.3184,50,"["" "",""I""]",71692454414896,"B"
"2021-03-17T18:53:44.373Z","D",93.405,1,"["" "",""I""]",71692454474584,"B"
"2021-03-17T18:53:44.439Z","D",93.51,21,"["" "",""I""]",79372443666499,"B"
"2021-03-17T18:53:52.92Z","D",93.363,120,"["" ""]",71692454614342,"B"
"2021-03-17T18:53:54.986316Z","K",93.5,25,"["" "",""F"",""I""]",52983525825623,"B"
"2021-03-17T18:53:54.986440704Z","P",93.51,75,"["" "",""F"",""I""]",52983542991169,"B"
"2021-03-17T18:53:55.00058368Z","P",93.51,23,"["" "",""F"",""I""]",52983542991170,"B"
"2021-03-17T18:53:55.000584448Z","P",93.51,2,"["" "",""F"",""I""]",52983542991171,"B"
"2021-03-17T18:53:56.374Z","D",93.578,2,"["" "",""I""]",79372443727432,"B"
"2021-03-17T18:53:57.257Z","D",93.5638,40,"["" "",""I""]",71692454741591,"B"
"2021-03-17T18:54:05.767Z","D",93.3955,230,"["" ""]",71692454940235,"B"
